Knmp;Voorraad;Department;Location;Artikelnaam;Hpkode;Artikelcode;Hpkode;Status;;;;Knmp,Voorraad,Department,Location,Artikelnaam,Hpkode,Artikelcode,Hpkode,Status,,
15316939;11;APOTHEEK;"  AMPULLENKAS	T		"; NATRIUMCHLORIDE 5.85%  INJ. 20ML ;159842;;1908545;;;;;"15316939,11,APOTHEEK,""  AMPULLENKAS	T		"", NATRIUMCHLORIDE 5.85%  INJ. 20ML ,159842,,1908545,,,"
13844660;3;APOTHEEK;"  OOGDRUPPELS - E	N ZALVEN		"; NATRIUMCROMOGLICAAT 2% OOGDR 10ML ;83890;;821721;;;;;"13844660,3,APOTHEEK,""  OOGDRUPPELS - E	N ZALVEN		"", NATRIUMCROMOGLICAAT 2% OOGDR 10ML ,83890,,821721,,,"
90001664;0;APOTHEEK;"  BALI  REK	4		"; NETFLEX NETVERBAND N0.0.5 VINGER 25M ;78551;;284297;;;;;"90001664,0,APOTHEEK,""  BALI  REK	4		"", NETFLEX NETVERBAND N0.0.5 VINGER 25M ,78551,,284297,,,"
14267446;1135.00;APOTHEEK;"  D T/M N		"; NIFEDIPINE 20MG RET. TABL. ;23740;;1118811;;;;;"14267446,1135.00,APOTHEEK,""  D T/M N		"", NIFEDIPINE 20MG RET. TABL. ,23740,,1118811,,,"
14811111;16;APOTHEEK;"  D T/M N		"; NIFEDIPINE 60MG RET. TABL. ;144389;;1568205;;;;;"14811111,16,APOTHEEK,""  D T/M N		"", NIFEDIPINE 60MG RET. TABL. ,144389,,1568205,,"
13566156;4;APOTHEEK;"  D T/	M N"; NITROFURANTOINE 100MG TABL. ;Geen tabl. Alleen caps 60492;;558273;;;;;"13566156,4,APOTHEEK,""  D T/	M N"", NITROFURANTOINE 100MG TABL. ,Geen tabl. Alleen caps 60492,,558273,,,"
12137715;0;"		";; NIVAQUINE TABLET 100MG ;160499;;225649;;;;;"12137715,0,""		"",, NIVAQUINE TABLET 100MG ,160499,,225649,,,"
13826522;0;"		";; NOBALASTIK WINDSEL 5MX 8CM                  450208 ;217263;;808350;;;;;"13826522,0,""		"",, NOBALASTIK WINDSEL 5MX 8CM                  450208 ,217263,,808350,,,"
14239345;0;APOTHEEK;"  INWENDIGE DRANKEN		"; NOSCAPINE HCL 1MG/ML STR. ;71852;;1146750;;;;;"14239345,0,APOTHEEK,""  INWENDIGE DRANKEN		"", NOSCAPINE HCL 1MG/ML STR. ,71852,,1146750,,,"
90004671;3;APOTHEEK;"  BALI  REK 1		"; NUTROPHOS NERVE TONIC WITH VIT.B ;Bali;;1492144;;;;;"90004671,3,APOTHEEK,""  BALI  REK 1		"", NUTROPHOS NERVE TONIC WITH VIT.B ,Bali,,1492144,,,"
14837056;969;APOTHEEK;"  O T/M Z		"; OMEPRAZOL 20MG CAPS./TAB ;127097;;1518976;;;;;"14837056,969,APOTHEEK,""  O T/M Z		"", OMEPRAZOL 20MG CAPS./TAB ,127097,,1518976,,,"
15131602;89;APOTHEEK;"  O T/M Z		"; ONDANSETRON 4MG TABL. ;63405;;1791850;;;;;"15131602,89,APOTHEEK,""  O T/M Z		"", ONDANSETRON 4MG TABL. ,63405,,1791850,,,"
15144887;48;APOTHEEK;"  O T/M Z		"; ONDANSETRON 8MG TABL. ;63407;;1791869;;;;;"15144887,48,APOTHEEK,""  O T/M Z		"", ONDANSETRON 8MG TABL. ,63407,,1791869,,,"
90004156;0;APOTHEEK;"  BALI		"; OOGVERBAND MET KOMPRES L&M REF. 34104 ;66937;;1043455;;;;;"90004156,0,APOTHEEK,""  BALI		"", OOGVERBAND MET KOMPRES L&M REF. 34104 ,66937,,1043455,,,"
15287734;1;APOTHEEK;" 	CHEMO	"; OXALIPLATIN MAYNE INFVLST CONC 5MG/ML FL 20ML ;227550;;1887556;;;;;"15287734,1,APOTHEEK,"" 	CHEMO	"", OXALIPLATIN MAYNE INFVLST CONC 5MG/ML FL 20ML ,227550,,1887556,,,"
14753286;29;APOTHEEK;"  O T/M Z		"; OXYBUTYNINE HCL 2.5MG TABL. ;64256;;1524704;;;;;"14753286,29,APOTHEEK,""  O T/M Z		"", OXYBUTYNINE HCL 2.5MG TABL. ,64256,,1524704,,,"
90000832;0;APOTHEEK;"  PRODUCTIE ITEMS  REK	3	"; PARA AMINO BENZOEZUUR PDR ;54215;;257974;;;;;"90000832,0,APOTHEEK,""  PRODUCTIE ITEMS  REK	3	"", PARA AMINO BENZOEZUUR PDR ,54215,,257974,,,"
14015226;156;APOTHEEK;"  ZETPILLEN		"; PARACETAMOL 1000MG ZETPIL ;77770;;1016288;;;;;"14015226,156,APOTHEEK,""  ZETPILLEN		"", PARACETAMOL 1000MG ZETPIL ,77770,,1016288,,,"
14015188;429;APOTHEEK;"  ZETPILLEN		"; PARACETAMOL 120MG ZETPIL ;77767;;1016245;;;;;"14015188,429,APOTHEEK,""  ZETPILLEN		"", PARACETAMOL 120MG ZETPIL ,77767,,1016245,,,"
14015196;378;APOTHEEK;"  ZETPILLEN			"; PARACETAMOL 240MG ZETPIL ;77768;;1016253;;;;;"14015196,378,APOTHEEK,""  ZETPILLEN			"", PARACETAMOL 240MG ZETPIL ,77768,,1016253,,,"
90002219;7165.00;APOTHEEK;"  WERKBANK + BALI			"; PARACETAMOL 500MG TABL. ;12068;;1016199;;;;;"90002219,7165.00,APOTHEEK,""  WERKBANK + BALI			"", PARACETAMOL 500MG TABL. ,12068,,1016199,,,"
14015358;145;APOTHEEK;"  ZETPILLEN			"; PARACETAMOL 500MG ZETPIL ;777769;;1016261;;;;;"14015358,145,APOTHEEK,""  ZETPILLEN			"", PARACETAMOL 500MG ZETPIL ,777769,,1016261,,,"
90000715;86;APOTHEEK;"  ZETPILLEN			"; PARACETAMOL 60MG ZETPIL ;159383;;1016261;;;;;"90000715,86,APOTHEEK,""  ZETPILLEN			"", PARACETAMOL 60MG ZETPIL ,159383,,1016261,,,"
90002218;1405.00;APOTHEEK;"  WER	KBANK +	BAL	I"; PARACETAMOL/COFFEINE 500/50MG TABL. ;47291;;1089579;;;;;"90002218,1405.00,APOTHEEK,""  WER	KBANK +	BAL	I"", PARACETAMOL/COFFEINE 500/50MG TABL. ,47291,,1089579,,,"
90004491;955|2;Magazijn;"  GRONDSTOFFEN  REK 11			"; PARACETAMOLUM (45) ;33857;;411574;;;;;"90004491,955|2,Magazijn,""  GRONDSTOFFEN  REK 11			"", PARACETAMOLUM (45) ,33857,,411574,,,"
14242818;0;"			";; PARAFFINE LIQUIDUM GF EMULSIE ;62290;;1148567;;;;;"14242818,0,""			"",, PARAFFINE LIQUIDUM GF EMULSIE ,62290,,1148567,,,"
14753529;68;APOTHEEK;"  O T/M Z			"; PAROXETINE 20MG TABL. ;137281;;1524852;;;;;"14753529,68,APOTHEEK,""  O T/M Z			"", PAROXETINE 20MG TABL. ,137281,,1524852,,,"
13521829;0;APOTHEEK;"  KOELKAST			"; PAVULON  2MG/ML INJ.VL.  2ML ;Niet gevonden;;227854;;;;;"13521829,0,APOTHEEK,""  KOELKAST			"", PAVULON  2MG/ML INJ.VL.  2ML ,Niet gevonden,,227854,,,"
90003533;126;APOTHEEK;" 	VACCINAT	IE	KINDERPOLI"; PENTAVALENT VACCIN 0.5ML (DTP) 0.5ML ;Niet gevonden;;535877;;;;;"90003533,126,APOTHEEK,"" 	VACCINAT	IE	KINDERPOLI"", PENTAVALENT VACCIN 0.5ML (DTP) 0.5ML ,Niet gevonden,,535877,,,"
90003864;0;APOTHEEK;"  BALI  REK	4		"; PERFUSOR SPUITEN 50ML ZONDER NAALD ;242340;;1437925;;;;;"90003864,0,APOTHEEK,""  BALI  REK	4		"", PERFUSOR SPUITEN 50ML ZONDER NAALD ,242340,,1437925,,,"
14607441;0;"			";; PERFUSORLIJN BRAUN LL PVC 2MTR             8722862 ;300410;;1433814;;;;;"14607441,0,""			"",, PERFUSORLIJN BRAUN LL PVC 2MTR             8722862 ,300410,,1433814,,,"
90000915;100;APOTHEEK;"  BALI  REK 1			"; PERMEN JAHE WANGI ;Bali;;216909;;;;;"90000915,100,APOTHEEK,""  BALI  REK 1			"", PERMEN JAHE WANGI ,Bali,,216909,,,"
90004582;1;APOTHEEK;"  BALI 	REK 2		"; PERRIGO HERMORRHOIDAL OINTMENT 2 OZ 57G ;Bali;;1432273;;;;;"90004582,1,APOTHEEK,""  BALI 	REK 2		"", PERRIGO HERMORRHOIDAL OINTMENT 2 OZ 57G ,Bali,,1432273,,,"
90004681;5;APOTHEEK;"  BALI  REK 2			"; PIMBA SOAP JOMI 100GR ;Bali;;1647644;;;;;"90004681,5,APOTHEEK,""  BALI  REK 2			"", PIMBA SOAP JOMI 100GR ,Bali,,1647644,,,"
90003946;0;APOTHEEK;"  MEDISCHE VERBRU	IKSARTIK	ELE	N INCLUSIEF BALIE"; PLASTICFLES BRUIN 300ML  + DOP ;57228;;1422790;;;;;"90003946,0,APOTHEEK,""  MEDISCHE VERBRU	IKSARTIK	ELE	N INCLUSIEF BALIE"", PLASTICFLES BRUIN 300ML  + DOP ,57228,,1422790,,,"
90004629;22;APOTHEEK;"  BAL	I  REK	4	"; PLEISTER 1.25 X 5 AID FIRST (LEUKOPLAST) ;181195;;1432273;;;;;"90004629,22,APOTHEEK,""  BAL	I  REK	4	"", PLEISTER 1.25 X 5 AID FIRST (LEUKOPLAST) ,181195,,1432273,,,"
90004630;17;APOTHEEK;"  BALI	 REK 4		"; PLEISTER 2.5 X 3 AID FIRST(LEUKOPLAST) ;181197;;1432273;;;;;"90004630,17,APOTHEEK,""  BALI	 REK 4		"", PLEISTER 2.5 X 3 AID FIRST(LEUKOPLAST) ,181197,,1432273,,,"
12814407;1;APOTHEEK;"  VACC	INATIE K	IND	ERPOLI"; POLIOMYELITISVACCIN  AMPUL 1ML (OPV) ;Niet gevonden;;569801;;;;;"12814407,1,APOTHEEK,""  VACC	INATIE K	IND	ERPOLI"", POLIOMYELITISVACCIN  AMPUL 1ML (OPV) ,Niet gevonden,,569801,,,"
90004178;19;Magazijn;"  MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 3"; PORT A CATH 20GX0.75 (0.9X19MM) ;Niet gevonden;;426210;;;;;"90004178,19,Magazijn,""  MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 3"", PORT A CATH 20GX0.75 (0.9X19MM) ,Niet gevonden,,426210,,,"
90004274;1;Magazijn;"  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 9 (BO)"; POT STAINLESS STEEL 12KG ;Niet gevonden;;1621858;;;;;"90004274,1,Magazijn,""  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 9 (BO)"", POT STAINLESS STEEL 12KG ,Niet gevonden,,1621858,,,"
90004275;1;Magazijn;"  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 9 (BO)"; POT STAINLESS STEEL 16KG ;Niet gevonden;;1621858;;;;;"90004275,1,Magazijn,""  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 9 (BO)"", POT STAINLESS STEEL 16KG ,Niet gevonden,,1621858,,,"
90004276;1;Magazijn;"  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 9 (BO)"; POT STAINLESS STEEL 20KG ;Niet gevonden;;1621858;;;;;"90004276,1,Magazijn,""  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 9 (BO)"", POT STAINLESS STEEL 20KG ,Niet gevonden,,1621858,,,"
14754142;491;APOTHEEK;"  O T/M Z			"; PREDNISOLON 30MG TABL. ;137300;;1524933;;;;;"14754142,491,APOTHEEK,""  O T/M Z			"", PREDNISOLON 30MG TABL. ,137300,,1524933,,,"
14015242;332;APOTHEEK;"  O T/M Z			"; PREDNISOLON 5MG TABL. ;26258;;1016318;;;;;"14015242,332,APOTHEEK,""  O T/M Z			"", PREDNISOLON 5MG TABL. ,26258,,1016318,,,"
90003916;176;APOTHEEK;"  O T/M Z			"; PRIMAQUINE 7.5MG TABL. ;Niet gevonden;;1132970;;;;;"90003916,176,APOTHEEK,""  O T/M Z			"", PRIMAQUINE 7.5MG TABL. ,Niet gevonden,,1132970,,,"
90004706;2;APOTHEEK;"  BALI 	REK 3		"; PRODIGY BLOOD GLUCOSE MONITORING SYSTEM ;Bali;;1182161;;;;;"90004706,2,APOTHEEK,""  BALI 	REK 3		"", PRODIGY BLOOD GLUCOSE MONITORING SYSTEM ,Bali,,1182161,,,"
13851322;4300.00;APOTHEEK;"  INWENDIGE DRANKEN			"; PROMETHAZINE 1MG/ML STR. ;60658;;824348;;;;;"13851322,4300.00,APOTHEEK,""  INWENDIGE DRANKEN			"", PROMETHAZINE 1MG/ML STR. ,60658,,824348,,,"
14657252;2;APOTHEEK;"  AMPULLENKAST			"; PROPOFOL 10MG/ML INJ. 20ML ;117773;;1468529;;;;;"14657252,2,APOTHEEK,""  AMPULLENKAST			"", PROPOFOL 10MG/ML INJ. 20ML ,117773,,1468529,,,"
14720868;70;APOTHEEK;"  O T/M Z			"; PROPYLTHIOURACIL 50MG TABL. ;12929;;1148869;;;;;"14720868,70,APOTHEEK,""  O T/M Z			"", PROPYLTHIOURACIL 50MG TABL. ,12929,,1148869,,,"
90004327;-10;APOTHEEK;"  AD HOC			"; PYRAZINAMIDE 100MG/ML SUSP. ;Niet gevonden;;1485784;;;;;"90004327,-10,APOTHEEK,""  AD HOC			"", PYRAZINAMIDE 100MG/ML SUSP. ,Niet gevonden,,1485784,,,"
90004572;1;APOTHEEK;"  BALI  REK 2			"; RAPID CAREFIRST AID KIT 183 PC ;Bali;;1432273;;;;;"90004572,1,APOTHEEK,""  BALI  REK 2			"", RAPID CAREFIRST AID KIT 183 PC ,Bali,,1432273,,,"
90004424;84;APOTHEEK;" 	O T/M Z		"; RIFAM+INH+PYR+ETHAM 150+75+400+275 MG ;Niet gevonden;;833681;;;;;"90004424,84,APOTHEEK,"" 	O T/M Z		"", RIFAM+INH+PYR+ETHAM 150+75+400+275 MG ,Niet gevonden,,833681,,,"
90004265;2;Magazijn;"  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 9 (BO)"; ROERSTAAF GLAS 400 X 8MM ;Niet gevonden;;1486136;;;;;"90004265,2,Magazijn,""  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 9 (BO)"", ROERSTAAF GLAS 400 X 8MM ,Niet gevonden,,1486136,,,"
90004550;0;APOTHEEK;"  BALI  REK 3			"; ROMED TONGSPATEL NIET STERIEL ;65643;;295264;;;;;"90004550,0,APOTHEEK,""  BALI  REK 3			"", ROMED TONGSPATEL NIET STERIEL ,65643,,295264,,,"
90004611;1;APOTHEEK;"  BALI  REK	3		"; ROSSMAX ADAPTER ADV. BLOEDDRUKMETER ;Bali;;1182161;;;;;"90004611,1,APOTHEEK,""  BALI  REK	3		"", ROSSMAX ADAPTER ADV. BLOEDDRUKMETER ,Bali,,1182161,,,"
90004579;1;APOTHEEK;"	 BALI 	RE	K 2"; RUGBY BENZOYL PEROXIDE GEL USP 10% 1.5 OZ 42.5GR ;Bali;;1432273;;;;;"90004579,1,APOTHEEK,""	 BALI 	RE	K 2"", RUGBY BENZOYL PEROXIDE GEL USP 10% 1.5 OZ 42.5GR ,Bali,,1432273,,,"
90000848;5;APOTHEEK;"  UITWENDIGE GENEESMIDD	ELEN		"; RUGBY SELSUN SHAMPOO BLUE ;Bali;;1485784;;;;;"90000848,5,APOTHEEK,""  UITWENDIGE GENEESMIDD	ELEN		"", RUGBY SELSUN SHAMPOO BLUE ,Bali,,1485784,,,"
90000105;1200.00;APOTHEEK;"  INWEND	IGE DRAN	KEN	"; SALBUTAMOL 0.4MG/ML DRANK ;Niet gevonden;;571768;;;;;"90000105,1200.00,APOTHEEK,""  INWEND	IGE DRAN	KEN	"", SALBUTAMOL 0.4MG/ML DRANK ,Niet gevonden,,571768,,,"
90003721;-300;APOTHEEK;"  AD	HOC		"; SALBUTAMOL/THIJM 0.2MG/ML DRANK ;Niet gevonden;;1485784;;;;;"90003721,-300,APOTHEEK,""  AD	HOC		"", SALBUTAMOL/THIJM 0.2MG/ML DRANK ,Niet gevonden,,1485784,,,"
90000106;500;APOTHEEK;"  AD HOC			"; SALICYLZUUR 10% TINCTUUR ;Niet gevonden;;261203;;;;;"90000106,500,APOTHEEK,""  AD HOC			"", SALICYLZUUR 10% TINCTUUR ,Niet gevonden,,261203,,,"
90000429;-20;APOTHEEK;"  AD HOC			"; SALICYLZUUR 20% ZALF ;263277;;264210;;;;;"90000429,-20,APOTHEEK,""  AD HOC			"", SALICYLZUUR 20% ZALF ,263277,,264210,,,"
90000115;-2;APOTHEEK;"  AD HOC			"; SAMENGESTELDE APPL.VLST ;Niet gevonden;;249386;;;;;"90000115,-2,APOTHEEK,""  AD HOC			"", SAMENGESTELDE APPL.VLST ,Niet gevonden,,249386,,,"
90000113;-1700.00;APOTHEEK;"  AD HOC			"; SAMENGESTELDE DRANK ;Niet gevonden;;1485784;;;;;"90000113,-1700.00,APOTHEEK,""  AD HOC			"", SAMENGESTELDE DRANK ,Niet gevonden,,1485784,,,"
13775049;0;APOTHEEK;"	 P	RODUCTIE ITEMS  REK 2"; SOLUTIO FUSCA FNA                               MR ;Niet gevonden;;261777;;;;;"13775049,0,APOTHEEK,""	 P	RODUCTIE ITEMS  REK 2"", SOLUTIO FUSCA FNA                               MR ,Niet gevonden,,261777,,,"
13775448;500;APOTHEEK;" 	UITWENDIGE GENEESMIDDELEN"; SOLUTIO NATRII CHLORIDI 0.9%                    MR ;Niet gevonden;;261963;;;;;"13775448,500,APOTHEEK,"" 	UITWENDIGE GENEESMIDDELEN"", SOLUTIO NATRII CHLORIDI 0.9%                    MR ,Niet gevonden,,261963,,,"
14002272;89;APOTHEEK;"  O T/M Z			"; SOTALOL HCL 80MG TABL. ;60130;;1009427;;;;;"14002272,89,APOTHEEK,""  O T/M Z			"", SOTALOL HCL 80MG TABL. ,60130,,1009427,,,"
14244306;1;Magazijn;" 	MEDISCH VERBRUIKSARTIKELEN (MVA)  REK 4"; SPATEL 20CM                              RSG661200 ;Niet gevonden;;1149288;;;;;"14244306,1,Magazijn,"" 	MEDISCH VERBRUIKSARTIKELEN (MVA)  REK 4"", SPATEL 20CM                              RSG661200 ,Niet gevonden,,1149288,,,"
90004271;1;Magazijn;"  MEDISCH VERB	RUIKSART	IKE	LEN (MVA)  REK 9 (BO)"; SPATEL ZALF NYLON  HANDVAT 160MM ;193012;;1149288;;;;;"90004271,1,Magazijn,""  MEDISCH VERB	RUIKSART	IKE	LEN (MVA)  REK 9 (BO)"", SPATEL ZALF NYLON  HANDVAT 160MM ,193012,,1149288,,,"
90004634;10;APOTHEEK;"  BALI  REK 2			"; SPIERBALSEM RED STAR ;Bali;;1432273;;;;;"90004634,10,APOTHEEK,""  BALI  REK 2			"", SPIERBALSEM RED STAR ,Bali,,1432273,,,"
14318199;304;APOTHEEK;"  O T/M Z			"; SPIRONOLACTON 25MG TABL. ;60274;;1089765;;;;;"14318199,304,APOTHEEK,""  O T/M Z			"", SPIRONOLACTON 25MG TABL. ,60274,,1089765,,,"
90002735;1;APOTHEEK;"  BALI			"; SPLENDA MINIS TABL. 100ST ;Bali;;575313;;;;;"90002735,1,APOTHEEK,""  BALI			"", SPLENDA MINIS TABL. 100ST ,Bali,,575313,,,"
90004434;2;APOTHEEK;"  BALI			"; SPLENDA MINIS TABL. 200ST ;Bali;;575313;;;;;"90004434,2,APOTHEEK,""  BALI			"", SPLENDA MINIS TABL. 200ST ,Bali,,575313,,,"
90000165;1;APOTHEEK;"  AMPULLENKAST			"; STREPTOKINASE 1500000 IE INJ. ;33127;;597783;;;;;"90000165,1,APOTHEEK,""  AMPULLENKAST			"", STREPTOKINASE 1500000 IE INJ. ,33127,,597783,,,"
90002710;48;Magazijn;"	 MEDISCH VERBRUIKSARTIKELEN (MVA)  REK 4"; SUCTION BOTTLE MINI PICCOLO 20ML WONDDRAINAGE SYST ;Niet gevonden;;1613693;;;;;"90002710,48,Magazijn,""	 MEDISCH VERBRUIKSARTIKELEN (MVA)  REK 4"", SUCTION BOTTLE MINI PICCOLO 20ML WONDDRAINAGE SYST ,Niet gevonden,,1613693,,,"
14695235;1288.00;APOTHEEK;"  O T/M Z			"; SULFASALAZINE 500MG TABL. ;60697;;1038249;;;;;"14695235,1288.00,APOTHEEK,""  O T/M Z			"", SULFASALAZINE 500MG TABL. ,60697,,1038249,,,"
90004471;1;APOTHEEK;"  KOELKAST			"; SYNFLORIX  VACCIN 0.5 ML INJ. ;235981;;1427288;;;;;"90004471,1,APOTHEEK,""  KOELKAST			"", SYNFLORIX  VACCIN 0.5 ML INJ. ,235981,,1427288,,,"
90003359;120;Magazijn;"  MEDISCH VERBRUIK	SARTIKEL	EN	(MVA)  REK 4"; T.U.R SYSTEEM 55250 ;Niet gevonden;;1702998;;;;;"90003359,120,Magazijn,""  MEDISCH VERBRUIK	SARTIKEL	EN	(MVA)  REK 4"", T.U.R SYSTEEM 55250 ,Niet gevonden,,1702998,,,"
90003358;4;Magazijn;"  MEDISCH VE	RBRUIKSA	RTI	KELEN (MVA)  REK 4"; T.U.R SYSTEEM DUBBEL  59002 ;Niet gevonden;;1702998;;;;;"90003358,4,Magazijn,""  MEDISCH VE	RBRUIKSA	RTI	KELEN (MVA)  REK 4"", T.U.R SYSTEEM DUBBEL  59002 ,Niet gevonden,,1702998,,,"
14015269;190;APOTHEEK;"  O T/M Z			"; TAMOXIFEN 20MG TABL. ;52901;;1016334;;;;;"14015269,190,APOTHEEK,""  O T/M Z			"", TAMOXIFEN 20MG TABL. ,52901,,1016334,,,"
90004447;818;APOTHEEK;"  O T/M Z			"; TAMSULOSINE 0.4MG TABL. ;159346;;1781162;;;;;"90004447,818,APOTHEEK,""  O T/M Z			"", TAMSULOSINE 0.4MG TABL. ,159346,,1781162,,,"
15119009;17;APOTHEEK;"  O T/M Z			"; TAMSULOSINE HCL 0.4MG RET CAPS. ;64426;;1781162;;;;;"15119009,17,APOTHEEK,""  O T/M Z			"", TAMSULOSINE HCL 0.4MG RET CAPS. ,64426,,1781162,,,"
90001800;1;APOTHEEK;"  BALI			"; TANDENBORSTEL COLGATE KIDS SPONGE BOB ;Bali;;1101579;;;;;"90001800,1,APOTHEEK,""  BALI			"", TANDENBORSTEL COLGATE KIDS SPONGE BOB ,Bali,,1101579,,,"
90001475;5;APOTHEEK;"  BALI			"; TANDENBORSTEL CONDOR JUNIOR ;Bali;;1101579;;;;;"90001475,5,APOTHEEK,""  BALI			"", TANDENBORSTEL CONDOR JUNIOR ,Bali,,1101579,,,"
90004074;2;APOTHEEK;"  BALI			"; TANDENBORSTEL CONDOR POPU M/S ;Bali;;1101579;;;;;"90004074,2,APOTHEEK,""  BALI			"", TANDENBORSTEL CONDOR POPU M/S ,Bali,,1101579,,,"
90002542;9;APOTHEEK;"  BALI			"; TANDENBORSTEL MED DENTURE ;Bali;;1101579;;;;;"90002542,9,APOTHEEK,""  BALI			"", TANDENBORSTEL MED DENTURE ,Bali,,1101579,,,"
15571084;112;APOTHEEK;"  O T/M Z			"; TERBINAFINE 250MG TABL. ;63671;;1698346;;;;;"15571084,112,APOTHEEK,""  O T/M Z			"", TERBINAFINE 250MG TABL. ,63671,,1698346,,,"
14863308;2;APOTHEEK;"  BALI  REK 3			"; THERMOMETER  DIGITAL ROMED ;Bali;;1606190;;;;;"14863308,2,APOTHEEK,""  BALI  REK 3			"", THERMOMETER  DIGITAL ROMED ,Bali,,1606190,,,"
90004267;1;Magazijn;"  MEDISCH VERBRUIKS	ARTIKELE	N (	MVA)  REK 9 (BO)"; THERMOMETER RODE VULLING 150C ;Bali;;1808699;;;;;"90004267,1,Magazijn,""  MEDISCH VERBRUIKS	ARTIKELE	N (	MVA)  REK 9 (BO)"", THERMOMETER RODE VULLING 150C ,Bali,,1808699,,,"
14180049;2283.00;APOTHEEK;"  WERKBANK + BALI			"; THIAMINE HCL 50MG TABL. ;60869;;1118773;;;;;"14180049,2283.00,APOTHEEK,""  WERKBANK + BALI			"", THIAMINE HCL 50MG TABL. ,60869,,1118773,,,"
14719495;1800.00;APOTHEEK;"  INWENDIGE DRANK	EN		"; THIJM 10% STROOP ;Niet gevonden;;1485784;;;;;"14719495,1800.00,APOTHEEK,""  INWENDIGE DRANK	EN		"", THIJM 10% STROOP ,Niet gevonden,,1485784,,,"
90000114;-1400.00;APOTHEEK;"  AD	HOC		"; THIJM/PROM. 0.5MG/ML DRANK ;Niet gevonden;;1485784;;;;;"90000114,-1400.00,APOTHEEK,""  AD	HOC		"", THIJM/PROM. 0.5MG/ML DRANK ,Niet gevonden,,1485784,,,"
90004734;4;APOTHEEK;"  OORDRUPPELS			"; TIMOLOL 5MG/ML OOGDR. 5ML ;15813;;1016369;;;;;"90004734,4,APOTHEEK,""  OORDRUPPELS			"", TIMOLOL 5MG/ML OOGDR. 5ML ,15813,,1016369,,,"
14015293;33;APOTHEEK;"  OOGDRUPPELS -	EN ZALVE	N	"; TIMOLOL 5MG/ML OOGDR. 5ML (BGVS) ;15813;;1016369;;;;;"14015293,33,APOTHEEK,""  OOGDRUPPELS -	EN ZALVE	N	"", TIMOLOL 5MG/ML OOGDR. 5ML (BGVS) ,15813,,1016369,,,"
13238337;-7;"			";; TIMOPTOL OOGDRUPPELS 1MG/ML FLACON 5ML ;Niet gevonden;;603074;;;;;"13238337,-7,""			"",, TIMOPTOL OOGDRUPPELS 1MG/ML FLACON 5ML ,Niet gevonden,,603074,,,"
90000621;26;APOTHEEK;"  BALI  REK 1			"; TOLAK ANGIN CANDY ;Bali;;216909;;;;;"90000621,26,APOTHEEK,""  BALI  REK 1			"", TOLAK ANGIN CANDY ,Bali,,216909,,,"
14010127;506;APOTHEEK;"  WERKBANK + BALI			"; TOLBUTAMIDE 500MG TABL. ;26940;;1012959;;;;;"14010127,506,APOTHEEK,""  WERKBANK + BALI			"", TOLBUTAMIDE 500MG TABL. ,26940,,1012959,,,"
90004725;1;APOTHEEK;"  BALI  REK 2			"; TONIC FOR BLOOD (ALWAYS) 200ML ;Bali;;1177613;;;;;"90004725,1,APOTHEEK,""  BALI  REK 2			"", TONIC FOR BLOOD (ALWAYS) 200ML ,Bali,,1177613,,,"
90004637;2232.00;APOTHEEK;"  BALI  R	EK 3		"; TP SALICYLZUUR TINCTUUR ;Niet gevonden;;261203;;;;;"90004637,2232.00,APOTHEEK,""  BALI  R	EK 3		"", TP SALICYLZUUR TINCTUUR ,Niet gevonden,,261203,,,"
90002893;10;Magazijn;" 	MEDISCH VERBRUIKSARTIKELEN (MVA)  REK 4"; TRACHEOSTOMIE NECK TAPE (FIXATIE BANDJE)  321-05 ;Niet gevonden;;1745980;;;;;"90002893,10,Magazijn,"" 	MEDISCH VERBRUIKSARTIKELEN (MVA)  REK 4"", TRACHEOSTOMIE NECK TAPE (FIXATIE BANDJE)  321-05 ,Niet gevonden,,1745980,,,"
13999052;1;Magazijn;"	 MEDIS	CH	VERBRUIKSARTIKELEN (MVA)  REK 4"; TRECHTER GLAS 10CM                         4000/10 ;175300;;777226;;;;;"13999052,1,Magazijn,""	 MEDIS	CH	VERBRUIKSARTIKELEN (MVA)  REK 4"", TRECHTER GLAS 10CM                         4000/10 ,175300,,777226,,,"
90002041;-80;;; TRIAMCINOLON ACETONID 01% KENALOG IN ORABASE PAST; ;;;;;;;90002041,-80,,, TRIAMCINOLON ACETONID 01% KENALOG IN ORABASE PAST, ,,,,,
90000501;20;APOTHEEK;"  ORALE MIDDELEN			"; TRIAMCINOLON ORALE GEL ;Niet gevonden;;454516;;;;;"90000501,20,APOTHEEK,""  ORALE MIDDELEN			"", TRIAMCINOLON ORALE GEL ,Niet gevonden,,454516,,,"
